FILENAME;ID;START_POS;IS_HEX;TEXT_ORIGINAL;TEXT_LITERAL_ENGLISH;TEXT_CONVERTED_ENGLISH
START.MES;78;0xF31;Y;A6 B7 15 2C 11 2C 10 09 B6 14 9A 45 2C 11 9E 9D 45 11 3D 7B 9D 40 10 32 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 32 2C 40 10 32 5C 18 01 00 2B 7D 9D 40 10 32 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 32 2C 40 10 32 5C 10 10 2B 7D 9D 40 10 32 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 32 2C 40 10 32 5C 12 2B 7D 9D 40 10 33 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 33 2C 40 10 33 5C 18 01 00 2B 7D 9D 40 10 33 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 33 2C 40 10 33 5C 10 10 2B 7D 9D 40 10 33 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 33 2C 40 10 33 5C 12 2B 7D 9D 40 10 34 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 34 2C 40 10 34 5C 18 01 00 2B 7D 9D 40 10 34 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 34 2C 40 10 34 5C 10 10 2B 7D 9D 40 10 34 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 34 2C 40 10 34 5C 12 2B 7D 9D 40 10 35 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 35 2C 40 10 35 5C 18 01 00 2B 7D 9D 40 10 35 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 35 2C 40 10 35 5C 10 10 2B 7D 9D 40 10 35 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 35 2C 40 10 35 5C 12 2B 7D 9D 40 10 36 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 36 2C 40 10 36 5C 18 01 00 2B 7D 9D 40 10 36 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 36 2C 40 10 36 5C 10 10 2B 7D 9D 40 10 36 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 36 2C 40 10 36 5C 12 2B 7D 9D 40 10 37 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 37 2C 40 10 37 5C 18 01 00 2B 7D 9D 40 10 37 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 37 2C 40 10 37 5C 10 10 2B 7D 9D 40 10 37 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 37 2C 40 10 37 5C 12 2B 7D 9D 40 10 38 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 38 2C 40 10 38 5C 18 01 00 2B 7D 9D 40 10 38 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 38 2C 40 10 38 5C 10 10 2B 7D 9D 40 10 38 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 38 2C 40 10 38 5C 12 2B 7D 9D 40 10 39 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 39 2C 40 10 39 5C 18 01 00 2B 7D 9D 40 10 39 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 39 2C 40 10 39 5C 10 10 2B 7D 9D 40 10 39 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 39 2C 40 10 39 5C 12 2B 7D 9D 40 10 3A 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 3A 2C 40 10 3A 5C 18 01 00 2B 7D 9D 40 10 3A 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 3A 2C 40 10 3A 5C 10 10 2B 7D 9D 40 10 3A 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 3A 2C 40 10 3A 5C 12 2B 7D 9D 40 10 3B 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 3B 2C 40 10 3B 5C 18 01 00 2B 7D 9D 40 10 3B 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 3B 2C 40 10 3B 5C 10 10 2B 7D 9D 40 10 3B 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 3B 2C 40 10 3B 5C 12 2B 7D 9D 40 10 3C 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 3C 2C 40 10 3C 5C 18 01 00 2B 7D 9D 40 10 3C 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 3C 2C 40 10 3C 5C 10 10 2B 7D 9D 40 10 3C 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 3C 2C 40 10 3C 5C 12 2B 7D 9D 40 10 3D 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 3D 2C 40 10 3D 5C 18 01 00 2B 7D 9D 40 10 3D 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 3D 2C 40 10 3D 5C 10 10 2B 7D 9D 40 10 3D 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 3D 2C 40 10 3D 5C 12 2B 7D 9D 40 10 3E 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 3E 2C 40 10 3E 5C 18 01 00 2B 7D 9D 40 10 3E 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 3E 2C 40 10 3E 5C 10 10 2B 7D 9D 40 10 3E 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 3E 2C 40 10 3E 5C 12 2B 7D 9D 40 10 3F 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 3F 2C 40 10 3F 5C 18 01 00 2B 7D 9D 40 10 3F 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 3F 2C 40 10 3F 5C 10 10 2B 7D 9D 40 10 3F 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 3F 2C 40 10 3F 5C 12 2B 7D 9D 40 10 40 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 40 2C 40 10 40 5C 18 01 00 2B 7D 9D 40 10 40 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 40 2C 40 10 40 5C 10 10 2B 7D 9D 40 10 40 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 40 2C 40 10 40 5C 12 2B 7D 9D 40 10 41 5C 18 F0 FF 7C 18 FF FF 21 7B 9B 40 2C 10 41 2C 40 10 41 5C 18 01 00 2B 7D 9D 40 10 41 5C 18 FF 0F 7C 18 FF FF 21 7B 9B 40 2C 10 41 2C 40 10 41 5C 10 10 2B 7D 9D 40 10 41 5C 18 FF F0 7C 18 FF FF 21 7B 9B 40 2C 10 41 2C 40 10 41 5C 12 2B 7D 9A 57 2C 11 9E 9D 57 10 10 21 7B B2 15 2C 57 2C 10 07 9A 57 2C 57 12 2B 7D 9A 45 2C 12 9D 40 10 32 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 33 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 34 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 35 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 36 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 37 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 38 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 39 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 3A 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 3B 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 3C 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 3D 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 3E 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 3F 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 40 5C 18 0F FF 21 7B 9A 45 2C 11 7D 9D 40 10 41 5C 18 0F FF 21 7B 9A 45 2C 11 7D 7D A4 13 2C 7B 9A 54 2C 40 10 32 5C 9B 40 2C 10 32 2C 18 0F FF 9A 42 2C 40 10 33 5C 9B 40 2C 10 33 2C 18 0F FF 9A 43 2C 40 10 34 5C 9B 40 2C 10 34 2C 18 0F FF 9A 44 2C 40 10 35 5C 9B 40 2C 10 35 2C 18 0F FF 9A 45 2C 40 10 36 5C 9B 40 2C 10 36 2C 18 0F FF 9A 46 2C 40 10 37 5C 9B 40 2C 10 37 2C 18 0F FF 9A 47 2C 40 10 38 5C 9B 40 2C 10 38 2C 18 0F FF 9A 48 2C 40 10 39 5C 9B 40 2C 10 39 2C 18 0F FF 9A 49 2C 40 10 3A 5C 9B 40 2C 10 3A 2C 18 0F FF 9A 4A 2C 40 10 3B 5C 9B 40 2C 10 3B 2C 18 0F FF 9A 4B 2C 40 10 3C 5C 9B 40 2C 10 3C 2C 18 0F FF 9A 4C 2C 40 10 3D 5C 9B 40 2C 10 3D 2C 18 0F FF 9A 4D 2C 40 10 3E 5C 9B 40 2C 10 3E 2C 18 0F FF 9A 4E 2C 40 10 3F 5C 9B 40 2C 10 3F 2C 18 0F FF 9A 4F 2C 40 10 40 5C 9B 40 2C 10 40 2C 18 0F FF 9A 50 2C 40 10 41 5C 9B 40 2C 10 41 2C 18 0F FF 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 10 07 9A 51 2C 51 12 2B 7D 9A 52 2C 11 9E 9D 52 11 3D 7B 9A 52 2C 12 9D 54 18 0F 00 26 40 10 32 5C 18 0F 00 26 21 7B 9B 40 2C 10 32 2C 40 10 32 5C 18 01 00 2D 9A 52 2C 11 7D 9D 54 10 F0 26 40 10 32 5C 10 F0 26 21 7B 9B 40 2C 10 32 2C 40 10 32 5C 10 10 2D 9A 52 2C 11 7D 9D 54 10 0F 26 40 10 32 5C 10 0F 26 21 7B 9B 40 2C 10 32 2C 40 10 32 5C 12 2D 9A 52 2C 11 7D 9D 42 18 0F 00 26 40 10 33 5C 18 0F 00 26 21 7B 9B 40 2C 10 33 2C 40 10 33 5C 18 01 00 2D 9A 52 2C 11 7D 9D 42 10 F0 26 40 10 33 5C 10 F0 26 21 7B 9B 40 2C 10 33 2C 40 10 33 5C 10 10 2D 9A 52 2C 11 7D 9D 42 10 0F 26 40 10 33 5C 10 0F 26 21 7B 9B 40 2C 10 33 2C 40 10 33 5C 12 2D 9A 52 2C 11 7D 9D 43 18 0F 00 26 40 10 34 5C 18 0F 00 26 21 7B 9B 40 2C 10 34 2C 40 10 34 5C 18 01 00 2D 9A 52 2C 11 7D 9D 43 10 F0 26 40 10 34 5C 10 F0 26 21 7B 9B 40 2C 10 34 2C 40 10 34 5C 10 10 2D 9A 52 2C 11 7D 9D 43 10 0F 26 40 10 34 5C 10 0F 26 21 7B 9B 40 2C 10 34 2C 40 10 34 5C 12 2D 9A 52 2C 11 7D 9D 44 18 0F 00 26 40 10 35 5C 18 0F 00 26 21 7B 9B 40 2C 10 35 2C 40 10 35 5C 18 01 00 2D 9A 52 2C 11 7D 9D 44 10 F0 26 40 10 35 5C 10 F0 26 21 7B 9B 40 2C 10 35 2C 40 10 35 5C 10 10 2D 9A 52 2C 11 7D 9D 44 10 0F 26 40 10 35 5C 10 0F 26 21 7B 9B 40 2C 10 35 2C 40 10 35 5C 12 2D 9A 52 2C 11 7D 9D 45 18 0F 00 26 40 10 36 5C 18 0F 00 26 21 7B 9B 40 2C 10 36 2C 40 10 36 5C 18 01 00 2D 9A 52 2C 11 7D 9D 45 10 F0 26 40 10 36 5C 10 F0 26 21 7B 9B 40 2C 10 36 2C 40 10 36 5C 10 10 2D 9A 52 2C 11 7D 9D 45 10 0F 26 40 10 36 5C 10 0F 26 21 7B 9B 40 2C 10 36 2C 40 10 36 5C 12 2D 9A 52 2C 11 7D 9D 46 18 0F 00 26 40 10 37 5C 18 0F 00 26 21 7B 9B 40 2C 10 37 2C 40 10 37 5C 18 01 00 2D 9A 52 2C 11 7D 9D 46 10 F0 26 40 10 37 5C 10 F0 26 21 7B 9B 40 2C 10 37 2C 40 10 37 5C 10 10 2D 9A 52 2C 11 7D 9D 46 10 0F 26 40 10 37 5C 10 0F 26 21 7B 9B 40 2C 10 37 2C 40 10 37 5C 12 2D 9A 52 2C 11 7D 9D 47 18 0F 00 26 40 10 38 5C 18 0F 00 26 21 7B 9B 40 2C 10 38 2C 40 10 38 5C 18 01 00 2D 9A 52 2C 11 7D 9D 47 10 F0 26 40 10 38 5C 10 F0 26 21 7B 9B 40 2C 10 38 2C 40 10 38 5C 10 10 2D 9A 52 2C 11 7D 9D 47 10 0F 26 40 10 38 5C 10 0F 26 21 7B 9B 40 2C 10 38 2C 40 10 38 5C 12 2D 9A 52 2C 11 7D 9D 48 18 0F 00 26 40 10 39 5C 18 0F 00 26 21 7B 9B 40 2C 10 39 2C 40 10 39 5C 18 01 00 2D 9A 52 2C 11 7D 9D 48 10 F0 26 40 10 39 5C 10 F0 26 21 7B 9B 40 2C 10 39 2C 40 10 39 5C 10 10 2D 9A 52 2C 11 7D 9D 48 10 0F 26 40 10 39 5C 10 0F 26 21 7B 9B 40 2C 10 39 2C 40 10 39 5C 12 2D 9A 52 2C 11 7D 9D 49 18 0F 00 26 40 10 3A 5C 18 0F 00 26 21 7B 9B 40 2C 10 3A 2C 40 10 3A 5C 18 01 00 2D 9A 52 2C 11 7D 9D 49 10 F0 26 40 10 3A 5C 10 F0 26 21 7B 9B 40 2C 10 3A 2C 40 10 3A 5C 10 10 2D 9A 52 2C 11 7D 9D 49 10 0F 26 40 10 3A 5C 10 0F 26 21 7B 9B 40 2C 10 3A 2C 40 10 3A 5C 12 2D 9A 52 2C 11 7D 9D 4A 18 0F 00 26 40 10 3B 5C 18 0F 00 26 21 7B 9B 40 2C 10 3B 2C 40 10 3B 5C 18 01 00 2D 9A 52 2C 11 7D 9D 4A 10 F0 26 40 10 3B 5C 10 F0 26 21 7B 9B 40 2C 10 3B 2C 40 10 3B 5C 10 10 2D 9A 52 2C 11 7D 9D 4A 10 0F 26 40 10 3B 5C 10 0F 26 21 7B 9B 40 2C 10 3B 2C 40 10 3B 5C 12 2D 9A 52 2C 11 7D 9D 4B 18 0F 00 26 40 10 3C 5C 18 0F 00 26 21 7B 9B 40 2C 10 3C 2C 40 10 3C 5C 18 01 00 2D 9A 52 2C 11 7D 9D 4B 10 F0 26 40 10 3C 5C 10 F0 26 21 7B 9B 40 2C 10 3C 2C 40 10 3C 5C 10 10 2D 9A 52 2C 11 7D 9D 4B 10 0F 26 40 10 3C 5C 10 0F 26 21 7B 9B 40 2C 10 3C 2C 40 10 3C 5C 12 2D 9A 52 2C 11 7D 9D 4C 18 0F 00 26 40 10 3D 5C 18 0F 00 26 21 7B 9B 40 2C 10 3D 2C 40 10 3D 5C 18 01 00 2D 9A 52 2C 11 7D 9D 4C 10 F0 26 40 10 3D 5C 10 F0 26 21 7B 9B 40 2C 10 3D 2C 40 10 3D 5C 10 10 2D 9A 52 2C 11 7D 9D 4C 10 0F 26 40 10 3D 5C 10 0F 26 21 7B 9B 40 2C 10 3D 2C 40 10 3D 5C 12 2D 9A 52 2C 11 7D 9D 4D 18 0F 00 26 40 10 3E 5C 18 0F 00 26 21 7B 9B 40 2C 10 3E 2C 40 10 3E 5C 18 01 00 2D 9A 52 2C 11 7D 9D 4D 10 F0 26 40 10 3E 5C 10 F0 26 21 7B 9B 40 2C 10 3E 2C 40 10 3E 5C 10 10 2D 9A 52 2C 11 7D 9D 4D 10 0F 26 40 10 3E 5C 10 0F 26 21 7B 9B 40 2C 10 3E 2C 40 10 3E 5C 12 2D 9A 52 2C 11 7D 9D 4E 18 0F 00 26 40 10 3F 5C 18 0F 00 26 21 7B 9B 40 2C 10 3F 2C 40 10 3F 5C 18 01 00 2D 9A 52 2C 11 7D 9D 4E 10 F0 26 40 10 3F 5C 10 F0 26 21 7B 9B 40 2C 10 3F 2C 40 10 3F 5C 10 10 2D 9A 52 2C 11 7D 9D 4E 10 0F 26 40 10 3F 5C 10 0F 26 21 7B 9B 40 2C 10 3F 2C 40 10 3F 5C 12 2D 9A 52 2C 11 7D 9D 4F 18 0F 00 26 40 10 40 5C 18 0F 00 26 21 7B 9B 40 2C 10 40 2C 40 10 40 5C 18 01 00 2D 9A 52 2C 11 7D 9D 4F 10 F0 26 40 10 40 5C 10 F0 26 21 7B 9B 40 2C 10 40 2C 40 10 40 5C 10 10 2D 9A 52 2C 11 7D 9D 4F 10 0F 26 40 10 40 5C 10 0F 26 21 7B 9B 40 2C 10 40 2C 40 10 40 5C 12 2D 9A 52 2C 11 7D 9D 50 18 0F 00 26 40 10 41 5C 18 0F 00 26 21 7B 9B 40 2C 10 41 2C 40 10 41 5C 18 01 00 2D 9A 52 2C 11 7D 9D 50 10 F0 26 40 10 41 5C 10 F0 26 21 7B 9B 40 2C 10 41 2C 40 10 41 5C 10 10 2D 9A 52 2C 11 7D 9D 50 10 0F 26 40 10 41 5C 10 0F 26 21 7B 9B 40 2C 10 41 2C 40 10 41 5C 12 2D 9A 52 2C 11 7D 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 10 07 9A 51 2C 51 12 2B 7D 7D 7D B6 12 2C 10 12 A7 11 2C 11 2C 10 4F 2C 10 C7 AA 11 B0 AD 22 70 69 63 5C 6F 70 63 61 2E 70 72 37 22 C2 A6 10 62 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 11 9A 51 2C 51 12 2B 7D B0 AD 22 70 69 63 5C 6F 70 63 62 2E 70 72 37 22 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 10 07 9A 51 2C 51 12 2B 7D A6 10 62 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 11 9A 51 2C 51 12 2B 7D B0 AD 22 70 69 63 5C 6F 70 63 63 2E 70 72 37 22 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 10 07 9A 51 2C 51 12 2B 7D A6 10 62 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 11 9A 51 2C 51 12 2B 7D B0 AD 22 70 69 63 5C 6F 70 63 64 2E 70 72 37 22 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 10 07 9A 51 2C 51 12 2B 7D A6 10 62 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 11 9A 51 2C 51 12 2B 7D B0 AD 22 70 69 63 5C 6F 70 63 65 2E 70 72 37 22 9A 51 2C 11 9E 9D 51 10 10 21 7B B2 15 2C 51 2C 10 07 9A 51 2C 51 12 2B 7D A6 10 62 B2 13 AA B6 14 B6 12 2C 10 0D B0 AD 22 70 69 63 5C 6F 70 64 2E 70 72 37 22 B2 14 B7 13 2C 11 2C 22 61 6E 69 5C 6F 70 2D 31 33 2E 61 6E 69 22 B7 15 2C 11 2C 17 A7 17 2C 10 98 2C 10 49 2C 10 C7 AA A9 ;"This big block of data describes the images and animations shown when the steroid baddies swoop in and kidnap Milia. There’s a big block of data, then references to the images: ""pic\opca.pr”, ""pic\opcb.pr7”, ""pic\opcc.pr7”,  ""pic\opcd.pr7"", ""pic\opce.pr7”, ""pic\opd.pr7” and animation file ""ani\op-13.ani”. Clearly this is different to all the previous animation/slideshow examples. The images shown are: Milia screaming open-mouthed, Milia being grasped by the flying Steroid, the flying Steroid about to take off, George grasping for Milia as the Steroid flys away, both Steroids flying away, an animation of a red-haired woman with a heart below her left eye (Rupia) talking to you. No text is shown during this part until the animation of Rupia talking to you.";
;79;0x1E6E;Y;AA A9 17;;
START.MES;80;0x1E71;N;［女の子］目が覚めた？;[Girl] Did you wake up?;
START.MES;81;0x1E87;Y;A6 AA A9 10 07 ;;
START.MES;82;0x1E8C;N;［ジョージ］君は・・・誰？・・・何で俺の名前を知っているんだ！。;[George] Who are you? ... why do you know my name! ..;
START.MES;83;0x1ECC;Y;A6 AA A9 17;;
START.MES;84;0x1ED0;N;［女の子］私の名前はルピア。今までは、あなたが森でひろった薄紫の水晶に封印されていたのよ。;[Girl] My name is Rupiah. Until now, you've been sealed in a pale purple crystal in the forest.;
START.MES;85;0x1F2A;Y;A6 AA A9 10 07 ;;
START.MES;86;0x1F2F;N;［ジョージ］封印？それじゃあ君はあの水晶から出てきたって言うのか？;[George] Sealed? Then do you say that you came out of that crystal?;
START.MES;87;0x1F71;Y;A6 AA A9 17;;
START.MES;88;0x1F75;N;［ルピア］ええ、そうよ。;[Rupia] Yeah, right.;
START.MES;89;0x1F8D;Y;A6 AA A9 10 07 ;;
START.MES;90;0x1F92;N;［ジョージ］そんな・・・;[George] Such ...;
START.MES;91;0x1FAA;Y;A6 AA A9 17 ;;
START.MES;92;0x1FAE;N;［ルピア］そんな馬鹿なはずはないって言いたいんでしょうけどこれは、冗談でもなんでもないのよ。;[Rupia] I'd say I can't be silly, but it's not a joke.;
START.MES;93;0x200A;Y;A6 AA A9 17;;
START.MES;94;0x200E;N;［ルピア］ついでに言っておくとあなたが森で見つけたステロイドは私が捕まえたのよ。;[Rupia] Incidentally, I caught the steroid you found in the woods.;
START.MES;95;0x205E;Y;A6 AA A9 10 07 ;;
START.MES;96;0x2063;N;［ジョージ］ステロイド・・・みっミリアはどうしたんだ！;[George] Steroids ... What happened to Mimiglia!;
START.MES;97;0x2099;Y;A6 AA A9 17 ;;
START.MES;98;0x209D;N;［ルピア］残念だけどステロイドにさらわれちゃったわ。;[Rupia] Unfortunately, I was kidnapped by steroids.;
START.MES;99;0x20D1;Y;A6 AA A9 10 07 ;;
START.MES;100;0x20D6;N;［ジョージ］ちきしょう！なんてことだ！俺がついていながら・・・。;[George] Let's go! What! While I'm on ...;
START.MES;101;0x2116;Y;A6 AA A9 17 ;;
START.MES;102;0x211A;N;［ルピア］でも、あなたには私と修理が終ったステロイドがいるじゃない。;[Rupia] But you don't have a repaired steroid with me.;
START.MES;103;0x215E;Y;A6 AA A9 10 07 ;;
START.MES;104;0x2163;N;［ジョージ］えっ！;[George] Eh!;
START.MES;105;0x2175;Y;A6 AA A9 17 ;;
START.MES;106;0x2179;N;［ルピア］あなたが、直接あのステロイドに乗り込んでさらわれた彼女を助けに行くのよ。;[Rupia] You go directly to the steroid to help her who was kidnapped.;
START.MES;107;0x21CB;Y;A6 AA A9 10 07 ;;
START.MES;108;0x21D0;N;［ジョージ］でも、俺はステロイドの奴らが街の外からあの塀を越えてくるって事しか知らないんだぜ！;[George] But I only know that the steroid guys are crossing that fence from outside the city!;
START.MES;109;0x222E;Y;A6 AA;;
START.MES;110;0x2230;N;［ジョージ］それにあの壁の外がどうなっているか誰も知らないのに・・・。;[George] And no one knows what's going on outside of that wall ...;
START.MES;111;0x2276;Y;A6 AA A9 17 ;;
START.MES;112;0x227A;N;［ルピア］でも、私はだいたい知っているわ。;[Rupia] But I generally know.;
START.MES;113;0x22A4;Y;A6 AA A9 10 07 ;;
START.MES;114;0x22A9;N;［ジョージ］お前はいったい・・・;[George] You are ...;
START.MES;115;0x22C9;Y;A6 AA A9 17 ;;
START.MES;116;0x22CD;N;［ルピア］私のことはとりあえずおいておいて・・・あの壁の外の世界について私の知っているかぎりのことを教えてあげるわ。;[Rupia] For the time being, leave me alone ... I'll tell you as far as I know about the world outside that wall.;
START.MES;117;0x2341;Y;A6 AA;;
START.MES;118;0x2343;N;［ルピア］まず、あの壁の向こうにはこの街とおなじような閉ざされた街がいくつもあってこことおなじように人が住んでいるの。;[Rupia] First of all, behind that wall are many closed towns like this one, and people live in the same way here.;
START.MES;119;0x23B9;Y;A6 AA;;
START.MES;120;0x23BB;N;［ルピア］それぞれの街にはここと同じく泉があって体力の回復が出来るわ。;[Rupia] In each city, there is a spring like here and you can recover your physical strength.;
START.MES;121;0x2401;Y;A6 AA;;
START.MES;122;0x2403;N;［ルピア］おそらくステロイドは、その中のどこかからここに来るんだわ。;[Rupia] Probably steroids come here from somewhere.;
START.MES;123;0x2447;Y;A6 AA A9 10 07 ;;
START.MES;124;0x244C;N;［ジョージ］ミリアが助かる可能性が少しでもあるんならいってみるしかないな！;[George] If there is any chance that Milia will be saved, I have to try!;
START.MES;125;0x2496;Y;A6 AA A9 17 ;;
START.MES;126;0x249A;N;［ルピア］さあ、ぐずぐずしてる暇はないわ。いきましょう。;[Rupia] Come on, I don't have time to waste. let's go.;
START.MES;127;0x24D2;Y;A6 AA;;
START.MES;128;0x24D4;Y;B2 13 B7 15 2C 11 2C 10 09 AA B6 14 99 11 2C 12 A0 7D B2 12 A7 11 2C 11 2C 10 4F 2C 10 C7 A9 10 07 AA B2 11 A2 22 69 6E 69 74 2E 6D 65 73 22 7D ;Footer of data file, including a reference to the file INIT.MES.;
